10,bobengka,225,"5,3","2,6","45,2",0,"hasil: 1 loyang
250 gr tepung terigu protein sedang
200 gr gula merah iris halus
2 sdm gula pasir
1/2 sdm ragi instan
250 ml santan kelapa
2 butir telor ayam
100 gr parut kelapa
50 gr kacang cincang
1/2 sdt garam","['hasil', 'loyang', 'gr', 'tepungterigu', 'protein', 'gr', 'gulamerah', 'iris', 'halus', 'sdm', 'gulapasir', 'sdm', 'ragi', 'instan', 'ml', 'santan', 'kelapa', 'butir', 'telor', 'ayam', 'gr', 'parut', 'kelapa', 'gr', 'kacang', 'cincang', 'sdt', 'garam']","siapkan alat dan bahan.
didihkan santan dalam panci beserta gula merah. saring, masukan fermipam, gula pasir, aduk rata.
sediakan wadah kecil, pecah telor aduk hingga berbuih. tuang kedalam adonan, uleni hingga kalis. diemin adonan setengah jam ato sampe adonan mengembang.
tambahkan parut kelapa, aduk merata. tuang ke loyang, yang sebelumnya sudah diberi alas kertas dan mentega. masukkan kedalam oven dengan suhu 180Ã‚Â°c.
angkat.",snack
11,bolu peca,197,"3,3","4,6","35,6",0,"hasil: 1 loyang
4 btr telur suhu ruang
vanilla essense
1/2 gelas belimbing tepung beras
3 sdm tepung ketan
potas (secukupnya)
gula merah
3 sdm gula pasir (boleh di tambah / sesuai selera)","['hasil', 'loyang', 'btr', 'telur', 'suhu', 'ruang', 'vanilla', 'essense', 'gelas', 'belimbing', 'tepungberas', 'sdm', 'tepungketan', 'potas', 'gulamerah', 'sdm', 'gulapasir', 'sesuai', 'selera']","sangrai tepung beras dan ketan
mix telur,gula pasir,potas,dan vanilla essense sampai mengembang
panaskan kukusan
masukkan tepung yg sudah di sangrai sedikit demi sedikit
masukka ke loyang yg sdh di lumuri mentega kemudian kukus selama Ã‚Â± 30 menit atau sampai matang
cairkan gula merah, setelah adonan matang potong"" dan celupkan ke gula merah",snack
12,"bubur tinotuan
(manado)",156,"2,3","0,2","15,6",486,"200 gr beras
250 gr singkong
100 gr bayam
1 bh jagung manis
1 btg serai
1 bks masakoÃ‚Â® rasa ayam 11 gr
3 l air","['gr', 'beras', 'gr', 'singkong', 'gr', 'bayam', 'bh', 'jagung', 'manis', 'btg', 'serai', 'bks', 'masakoayam', 'gr', 'air']","1. memarkan serai dan potong-potong singkong.
2. masukkan beras, serai, air, dan masako rasa ayam, nyalakan api, aduk hingga mendidih.
3. masukkan singkong, masak hingga empuk. masukkan jagung, aduk rata.
4. masukkan bayam, masak hingga matang, angkat, dan sajikan dengan pelengkap.",main_course
13,cake tape,323,"4,9","11,5","50,1",0,"hasil: 16 porsi
2 sendok makan kental manis
50 g cheddar cheese
70 g unsalted butter
100 g tepung terigu cakra kembar
5 besar kuning telur
400 gram tape singkong
1/2 sdt garam
1/2 sdt ekstrak vanila
100 gram gula pasir","['hasil', 'porsi', 'sendok', 'makan', 'kental', 'manis', 'cheddar', 'cheese', 'unsalted', 'butter', 'tepungterigu', 'cakra', 'kembar', 'kuning', 'telur', 'gram', 'tape', 'singkong', 'sdt', 'garam', 'sdt', 'ekstrak', 'vanila', 'gram', 'gulapasir']","haluskan tape, masukkan vanili, skm.
kocok 4 kuning telur dengan gula sampai larut dengan wisk, kemudian campurkan dengan adonan tape, aduk sampai rata, masukkan sedikit-sedikit tepung terigu dan butter yg sudah dilelehkan. masukkan ke loyang yg sudah dialasi kertas roti dan dioles margarin.
masukkan ke oven panggang api atas bawah 20 menit suhu 180, keluarkan oles dengan 1 butir kuning telur dan tabur keju parut. oven lagi 30 menit.",snack
14,cangkuning,204,"2,8","7,5","31,4",0,"hasil:
20 porsi
tepung ketan - 500 gram
santan, hangatkan - 250 ml
gula pasir - 2 sdm
garam - 1/4 sdt
pewarna hijau - 5 tetes
minyak goreng - 3 sdm
daun pisang, potong ukuran 10x10 cm - 3 lembar
unti kelapa:
kelapa, parut - 1/2 butir
gula merah, serut kasar - 250 gram
gula pasir - 2 sdm
garam - 1/4 sdt","['hasil', 'porsi', 'tepungketan', 'gram', 'santan', 'hangat', 'ml', 'gulapasir', 'sdm', 'garam', 'sdt', 'warna', 'hijau', 'tetes', 'minyakgoreng', 'sdm', 'daunpisang', 'potong', 'ukur', 'lembar', 'unti', 'kelapa', 'kelapa', 'parut', 'butir', 'gulamerah', 'serut', 'kasar', 'gram', 'gulapasir', 'sdm', 'garam', 'sdt']","1. unti kelapa: masak semua bahan unti kelapa sambil terus diaduk sampai matang. matikan api lalu biarkan dingin. bentuk jadi bulat-bulat kecil.
2. dalam wadah, campur tepung ketan, gula pasir, dan garam. aduk rata.
3. tuang santan, minyak goreng, dan pewarna hijau sedikit demi sedikit, sambil terus diuleni hingga kalis dan adonan bisa dibentuk.
4. ambil selembar daun pisang, lalu beri adonan ketan di tengahnya dan bulatkan. kerucutkan daun pisang, lalu beri satu bulatan unti kelapa.
5. lipat ujung daun yang tidak kerucut ke arah depan, lalu tarik ke depan daun yang kerucut. lakukan hal yang sama untuk sisi kanan dan kiri daun, hingga mengunci rapi berbentuk kerucut. lakukan hingga semua adonan habis.
6. panaskan panci kukusan/dandang. kukus kue hingga matang dan daun pisang berubah layu kecoklatan. angkat.
7. siap disajikan.",snack
15,gemblong,274,"1,7","5,4","55,5",0,"hasil: 12 biji (1 biji 40 gram)
bahan gemblong
125 gr tepung ketan
50 gr tepung beras
150 gr kelapa parut
130 ml santan+air
1 sdt garam
minyak goreng untuk menggoreng
bahan pelapis :
100 gr gula merah
25 gr gula pasir
2 lembar daun pandan
50 ml air","['hasil', 'biji', 'biji', 'gram', 'bahan', 'gemblong', 'gr', 'tepung', 'ketan', 'gr', 'tepung', 'beras', 'gr', 'kelapa', 'parut', 'ml', 'santan', 'air', 'sdt', 'garam', 'minyakgoreng', 'goreng', 'bahan', 'lap', 'gr', 'gulamerah', 'gr', 'gulapasir', 'lembar', 'daunpandan', 'ml', 'air']","1. siapkan wadah. masukkan tepung, kelapa parut dan garam, aduk sampai tercampur rata. tambahkan sedikit demi sedikit campuran santan dan air.
2. aduk hingga kalis dan bisa dibentuk. ambil adonan lalu bentuk seperti perkedel. lakukan sampai habis.
3. panaskan minyak dengan api kecil lalu goreng semua adonan tadi sampai matang.
4. di pan terpisah masak gula merah, gula pasir,pandan dan air sampai meleleh dan mengental. matikan api.
5. masukkan gemblong yg sudah digoreng lalu aduk2 sampai seluruh permukaan gemblong terlapisi dengan gula merah. tiriskan sampai dingin dan lapisan gula merah mengeras.",snack
16,gendar goreng,407,"6,4","28,2",32,0,"100 gr nasi sisa kemarin/boleh nasi baru
garam gendar, haluskan
sedikit air","['gr', 'nasi', 'sisa', 'kemarinboleh', 'nasi', 'garam', 'gendar', 'halus', 'air']","1. aduk nasi dengan garam gendar dan sedikit air sampe rata. soalnya aku masak nasinya pake rice cooker. biasanya kalo nasi kemarin udah agak kering. jadi ini cuma buat ngelembabin aja. pake garam secukupnya aja jangan sampe terlalu berwana kuning banget atau bisa koreksi rasa
2. masak nasi sampe matang. diamkan sampe hangat. lalu angkat
3. tumbuk nasi sampe halus/ sampe lengket, menggunakan baskom kecil dan batu ulek yang sudah dibungkus plastik yang sudah dilumuri sedikit minyak. bentuk lonjong bulat. atau sesuai selera.
tips: saat pembentukan masukan tangan menggunakan plastik dan olesin bagian permukaannya dengan sedikit minyak. tujuannya agar memudahkan saat membentuk, tidak lengket dan agar tidak pecah saat di masukan kulkas",side_dish
17,intip goreng,474,"7,6","21,6","62,3",0,"hasil: 1 buah
200 gr nasi sisa kemarin
3 siung bawang putih dihaluskan
1 sdm peres tepung tapioka
1/2 sdt ketumbar bubuk
1/4 sdt garam","['hasil', 'buah', 'gr', 'nasi', 'sisa', 'kemarin', 'siung', 'bawangputih', 'halus', 'sdm', 'peres', 'tepungtapioka', 'sdt', 'ketumbar', 'bubuk', 'sdt', 'garam']","1. campur nasi dengan bahan lainnya, campur perlahan saja jangan terlalu keras mencampurnya.
2. siapkan wajan teflon dan letakkan nasi bercampur bumbu tadi. diratakan pada permukaan teflon, tidak usah terlalu kuat menekannya supaya intip tidak keras. gunakan plastik untuk meratakan perlahan hingga nasi pada teflon rapi bentuknya
3. panggang teflon berisi nasi dengan api kompor yang kecil, hingga bagian bawahnya kering agak kehitaman sedikit, jangan lupa ditutup teflonnya. kemudian matikan kompor, biarkan sesaat agar teflon dingin dan mudah mengeluarkan intip tersebut (kalau masih panas dikeluarkan intipnya bisa rusak bentuknya). setelah intip nasi dikeluarkan dari teflon letakkan pada nampan (saya stainless) lalu jemur sekitar 1 hari jika panas terik atau 2 hari hingga kering.
4. goreng intip nasi dengan minyak yang banyak hingga matang. siap untuk dinikmati sebagai camilan tidak terlalu keras dan cukup renyah.",side_dish
18,jagung gerontol,156,"2,7","1,3","33,3",0,"hasil: 2 porsi
1 buah jagung manis, pipil
50 gr kelapa parut
1 sdm margarin
1 sdm gula pasir (jika ingin manis, bisa ditambahkan)","['hasil', 'porsi', 'buah', 'jagung', 'manis', 'pipil', 'gr', 'kelapa', 'parut', 'sdm', 'margarin', 'sdm', 'gulapasir', 'manis']","1. panaskan kukusan, kukus jagung dengan kelapa parut selama 15 menit (atau sampai matang). angkat dan sisihkan.
2. saat jagung masih panas, masukkan margarin. aduk rata.
3. penyajian : dalam wadah penyajian, letakkan jagung, taburi dengan kelapa parut dan gula pasir.",main_course
19,kakicak,296,"3,4","15,1","36,7",0,"hasil: 10 porsi kecil
adonan kakicak (semua takaran sdm biasa ga munjung):
7 sdm tepung beras
18,5 sdm tepung ketan
1 sdm air kapur (sy skip)
3,5 sdm gula pasir, dicairkan (tambahan dr saya)
3 tetes pasta pandan
secukupnya pewarna hijau (sy skip ga punya)
200 ml air hangat
1,5 l air untuk merebus
inti gula merah :
12 sdm kelapa parut
5 sdm gula merah (sy pake gula aren)
1 tetes vanili (opsional, tambahan dr saya)
1 sdm gula pasir
1/3 sdt garam
1 lembar daun pandan, ikat simpul","['hasil', 'porsi', 'adon', 'kakicak', 'takar', 'sdm', 'munjung', 'sdm', 'tepungberas', 'sdm', 'tepungketan', 'sdm', 'air', 'kapur', 'skip', 'sdm', 'gula', 'pasir', 'cair', 'tambah', 'tetes', 'pasta', 'pandan', 'warna', 'hijau', 'skip', 'ml', 'air', 'hangat', 'air', 'rebus', 'inti', 'gulamerah', 'sdm', 'kelapa', 'parut', 'sdm', 'gulamerah', 'pake', 'gulaaren', 'tetes', 'vanili', 'opsional', 'tambah', 'sdm', 'gulapasir', 'sdt', 'garam', 'lembar', 'daunpandan', 'ikat', 'simpul']","1. campur semua bahan adonan, kecuali air. lalu beri air hangat sedikit sedikit hingga adonan kalis.
2. ambil sedikit sedikit adonan, kira2 sebesar 1 kelereng, bulatkan, pipihkan dengan tekan tengahnya menggunakan jempol.
tata di baki yg sudah ditaburi tepung.
3. rebus air. setelah mendidih masukkan semua adonan 4. inti gula merah:
gula merah dicairkan di wajan. lalu masukkan kelapa parut, daun pandan, gula merah, gula pasir, vanili dan garam. aduk rata hingga matang tercampur dan wanginya keluar.
5. kuih kakicak khas banjar siap dihidangkan.. nb:
penyajian ada 2 versi,
1. bs langsung dicampur kakicak dan inti gula merahnya, atau
2. inti diletakkan sedikit di atas masing masing kakicak.",snack
20,keddo bodong,290,"4,6","5,7","55,2",0,"hasil: 8 buah
bahan kulit dadar ketan :
250 gr tepung beras ketan (rosebrand)
150 ml air kelapa / secukupnya air hangat
1/2 sdt garam (saya skip)
bahan isian :
1/2 butir kelapa muda, parut
1 sdt garam, untuk mengukus
secukupnya gula pasir jika suka manis,atau
secukupnya garam jika suka asin","['hasil', 'buah', 'bahan', 'kulit', 'dadar', 'ketan', 'gr', 'tepungberas', 'ketan', 'rosebrand', 'ml', 'air', 'kelapa', 'air', 'hangat', 'sdt', 'garam', 'skip', 'bahan', 'isi', 'butir', 'kelapamuda', 'parut', 'sdt', 'garam', 'kukus', 'gulapasir', 'suka', 'manisatau', 'garam', 'suka', 'asin']","1. isian : siapkan kelapa yang sudah di parut, berikan sedikit garam, aduk rata lalu kukus sebentar sekitar 7menit. angkat dan sisihkan. pada resep asli, kelapa yang digunakan tidak di kukus, kelapa parut segar. saya kukus agar lebih awet hehe
2. pembuatan kulit : siapkan tepung ketan, campurkan air kelapa sedikit demi sedikit ke dalam tepung ketan sambil diaduk rata sampai bergerindil kasar. ***untuk penggunaan air hangat bisa melarutkan garam terlebih dahulu ke air, sebelum dicampurkan kedalam tepung.***
3. siapkan satu wadah lagi beserta saringan kawat. saring/garuk adonan ketan yang bergerindil kasar menggunakan saringan kawat untuk mendapatkan tekstur adonan yang berbulir halus. lakukan sampai adonan habis.
4. siapkan teflon anti lengket, panaskan teflon lalu taburi adonan diatasnya seperti pembuatan dadar. gunakan api sedang cenderung kecil yaa..setelah selesai ditaburi, tutup teflon dan masak sekitar 1-2 menit. angkat dan sisihkan. saya menggunakan teflon diameter sekitar 28cm hehe jd besar-besar hasilnya
5. isikan kelapa parut yang sudah di kukus diatas dadar ketan yang sudah jadi. berikan taburan gula pasir untuk rasa manis atau berikan taburan garam untuk rasa asin. lalu lipat dan gulung. lakukan hingga dadar ketan habis.
6. sajikan selagi hangat. biasanya di bugis, kudapan ini disajikan sbg sarapan. tapi dimakan buat cemilan juga oke kok hehe. selamat mencoba.",snack
21,"kelepon, kue",215,"3,7","3,7","41,8",0,"hasil: 4 porsi
250 gram ubi
25 gram gula merah
50 gram tepung sagu","['hasil', 'porsi', 'gram', 'ubi', 'gram', 'gulamerah', 'gram', 'tepungsagu']","1. rebus/kukus ubi selama 10 menit, hancurkan dengan garpu.
2. masukkan sagu dan campur hingga kalis.
3. bentuk adonan bulat-bulat dan masukkan potongan gula merah di tengah, rebus di air mendidih hingga adonan mengapung.",snack
22,ketoprak,153,"7,9","7,7",13,0,"hasil: 1 porsi
lontong 1 ukuran 25cm
kacang giling 3sdm full
1/4 sdt garam
1 ruas jari gula merah
sesuai selera cabe rawit
secukupnya tauge dan bihun
secukupnya kecap
bawang putih 1 siung ukuran sedang
secukupnya air
secukupnya timun
2 pcs tahu goreng","['hasil', 'porsi', 'lontong', 'ukur', 'kacang', 'giling', 'sdm', 'full', 'sdt', 'garam', 'ruas', 'jari', 'gulamerah', 'sesuai', 'selera', 'cabairawit', 'caberawit', 'tauge', 'bihun', 'kecap', 'bawangputih', 'siung', 'ukur', 'air', 'timun', 'pcs', 'goreng']","1. bawang putih, garam, cabai, gula merah dihaluskan atau diulek diatas piring spt yg dilakukan penjual ketoprak
2. tambahkan kacang giling dan air secukupnya diaduk hingga semua tercampur rata
3. potong-potong lontong dan tahu goreng masukan diatas bumbu kacang tsb
4. tambahkan tauge dan bihun yg sudah diseduh air panas
5. tambahkan potongan timun
6. beri kecap sesuai selera
7. tambahkan kerupuk sebagai pelengkapnya",main_course
